data_fall_0,data_fall_1,data_fall_2,data_fall_3,data_fall_4,data_fall_5,data_fall_6,data_fall_7,data_fall_8,data_fall_9,data_nothing_0,data_nothing_1,data_nothing_2,data_nothing_3,data_nothing_4,data_nothing_5,data_nothing_6,data_nothing_7,data_nothing_8,data_nothing_9,data_sittingdown_0,data_sittingdown_1,data_sittingdown_2,data_sittingdown_3,data_sittingdown_4,data_sittingdown_5,data_sittingdown_6,data_sittingdown_7,data_sittingdown_8,data_sittingdown_9,data_standingup_0,data_standingup_1,data_standingup_2,data_standingup_3,data_standingup_4,data_standingup_5,data_standingup_6,data_standingup_7,data_standingup_8,data_standingup_9,data_standing_0,data_standing_1,data_standing_2,data_standing_3,data_standing_4,data_standing_5,data_standing_6,data_standing_7,data_standing_8,data_standing_9,data_walkingtoleft_0,data_walkingtoleft_1,data_walkingtoleft_2,data_walkingtoleft_3,data_walkingtoleft_4,data_walkingtoleft_5,data_walkingtoleft_6,data_walkingtoleft_7,data_walkingtoleft_8,data_walkingtoleft_9,data_walkingtoright_0,data_walkingtoright_1,data_walkingtoright_2,data_walkingtoright_3,data_walkingtoright_4,data_walkingtoright_5,data_walkingtoright_6,data_walkingtoright_7,data_walkingtoright_8,data_walkingtoright_9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,1,1,1
1,2,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,2,19,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,,,1,1,,,1,1
1,1,1,1,1,1,2,1,1,2,1,,,,,1,1,1,1,,1,1,1,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1
1,4,1,1,1,1,3,1,3,1,,,,,,,1,1,,,1,1,1,5,,3,1,1,9,1,1,,1,3,1,1,5,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,1,1,2,5,,1,1,1,2,4,1,,1,1,3,1,2,1,1,2,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,1,1,1,1,2,1,4,1,,,,,,,,,,,1,1,2,4,,1,3,2,1,2,1,,1,1,1,1,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,1,1,1,1,,2,,1,2,2,1,,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,1,4,1,1,1,1,1,1,,,,,,,,,,,,1,1,,,1,,2,4,1,,,1,2,1,3,3,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,1,1,1,1,1,1,,,,,,,,,,,,1,2,,,4,,1,1,4,,,6,3,2,1,9,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,1,2,1,1,1,1,1,,,,,,,,,,,,1,2,,,5,,1,1,1,,,2,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,6,1,1,1,1,1,1,2,,,,,,,,,,,,1,6,,,2,,1,18,1,,,2,,1,1,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
